Queries,,Model,Article1/Ranking,Article2/Ranking,Article3/Ranking,Article4/Ranking,Article5/Ranking,Article6/Ranking,Article7/Ranking,Article8/Ranking,Article9/Ranking,Article10/Ranking,Article11/Ranking,Article12/Ranking,"Non-parametric (Friedman, Nemenyi)"
Venezuelan presidential crisis: President Maduro severs diplomatic ties with Colombia as humanitarian aid attempts to enter the country across the border.,3,LASER,0.5363155267309149,0.5464160674034576,0.24872929770086863,0.6636738801080722,0.6959345685137686,0.14201768873428797,0.6330567666328397,0.3651485246545081,0.6490873928387936,0.183057458868304,0.6746675465010062,0.5999211820016297,0.3333333333333333
"2019 Nigerian general election, for the President; all 360 seats in the House of Representatives and all 110 seats in the Senate.",0,Title,"(483, 'ms')","(5554, 'ta')","(71677, 'en')","(50362, 'zh')","(20552, 'zh')","(5606, 'ta')","(50772, 'en')","(19148, 'zh')","(24082, 'en')","(3808, 'ta')","(93, 'ms')","(654, 'ms')",p=0.205
"2019 Nigerian general election, for the President; all 360 seats in the House of Representatives and all 110 seats in the Senate.",1,BWE-Agg-Add,0.4409493214799634,0.4877241006913945,0.6770125532110635,0.613561658209557,0.5445552830076076,0.5254025916149015,0.6730322782320357,0.47599203284804004,0.6523435376914166,0.43235989952887444,0.5214272690385019,0.44956276818429064,0.29349483496819717
"2019 Nigerian general election, for the President; all 360 seats in the House of Representatives and all 110 seats in the Senate.",2,BWE-Agg-IDF,0.40832462344227033,0.4866119907615548,0.6106042607150851,0.6048114050716427,0.537242745247576,0.5479252683283049,0.6387164764920467,0.47248489043541136,0.6564417282910912,0.4319741562677324,0.517200623770597,0.41085330886979277,0.29349483496819717
"2019 Nigerian general election, for the President; all 360 seats in the House of Representatives and all 110 seats in the Senate.",3,LASER,0.602124149905233,0.15824219504517625,0.5809320550374591,0.44013070597254017,0.6104896002664991,0.15321238719095154,0.4216326037108021,0.5914676587957107,0.3392193061937902,0.16696036251405327,0.6943663226712686,0.6310764456775534,0.4130103300636056
"The Indian Air Force launches airstrikes on purported militant camps in Balakot, Pakistan. It precedes a series of events that lead to the 2019 India–Pakistan standoff.",0,Title,"(286, 'ms')","(34622, 'zh')","(26128, 'en')","(106334, 'en')","(5294, 'ta')","(6346, 'ta')","(12078, 'ta')","(15281, 'zh')","(50535, 'zh')","(374, 'ms')","(58922, 'en')","(385, 'ms')",p=0.717
"The Indian Air Force launches airstrikes on purported militant camps in Balakot, Pakistan. It precedes a series of events that lead to the 2019 India–Pakistan standoff.",1,BWE-Agg-Add,0.17776307307790046,0.5531793203812172,0.6641319462520104,0.7583776436640296,0.5700220523474168,0.6303777400998252,0.63674244524746,0.5321150151111333,0.4598530474668051,0.4162249469178606,0.6941709220387609,0.37427277344249854,0.3002548138587512
"The Indian Air Force launches airstrikes on purported militant camps in Balakot, Pakistan. It precedes a series of events that lead to the 2019 India–Pakistan standoff.",2,BWE-Agg-IDF,0.1623885220055947,0.5573119702791118,0.7096803659860538,0.7754774452893287,0.5587596567118783,0.6250379039860513,0.6320949793092124,0.5561757018932104,0.48472440422013924,0.4327219983410277,0.7146602518489951,0.37470582994111507,0.3002548138587512
"The Indian Air Force launches airstrikes on purported militant camps in Balakot, Pakistan. It precedes a series of events that lead to the 2019 India–Pakistan standoff.",3,LASER,0.6547923065536059,0.6819872588422669,0.3576714684933,0.29779406329679003,0.1145354383315119,0.23328830276426016,0.18910456251571633,0.6938953017834237,0.7168395794212824,0.7634508129122702,0.31696758088050997,0.6908756665869237,0.3994903722824976
"The 2019 North Korea–United States summit is held in Hanoi, Vietnam. It is the second summit between United States President Donald Trump and the North Korean Chairman Kim Jong-un.",0,Title,"(203, 'ms')","(19903, 'zh')","(97, 'ms')","(73358, 'en')","(1772, 'ta')","(4170, 'ta')","(3632, 'ta')","(101937, 'en')","(39257, 'zh')","(8844, 'en')","(19097, 'zh')","(524, 'ms')",p=0.205
"The 2019 North Korea–United States summit is held in Hanoi, Vietnam. It is the second summit between United States President Donald Trump and the North Korean Chairman Kim Jong-un.",1,BWE-Agg-Add,0.7032588567874091,0.49123787396328783,0.43789096070909245,0.7828986784700505,0.4425272278775618,0.4856712765410731,0.4676710459808745,0.7189781338845469,0.5747170193448511,0.7588296228499798,0.41668811406082146,0.32564226559262416,0.29349483496819717
"The 2019 North Korea–United States summit is held in Hanoi, Vietnam. It is the second summit between United States President Donald Trump and the North Korean Chairman Kim Jong-un.",2,BWE-Agg-IDF,0.6817488368786828,0.4860826873666239,0.41539550074700926,0.7661136352732912,0.4436383131254445,0.47327489387287713,0.4525408119353838,0.7067454777766574,0.46882815685889545,0.738640488246386,0.42926886426662736,0.2965233036880422,0.29349483496819717
"The 2019 North Korea–United States summit is held in Hanoi, Vietnam. It is the second summit between United States President Donald Trump and the North Korean Chairman Kim Jong-un.",3,LASER,0.652545905708966,0.689059407712288,0.7140739386671531,0.33678555842437563,0.2179700811510162,0.23846203983709127,0.21802519711914617,0.3916939896830484,0.6807866728256133,0.6631539647456517,0.6656435256657337,0.6634322618651292,0.4130103300636056
"An unmanned demonstration flight of the new crew capable version of the SpaceX Dragon spacecraft, intended to carry American astronauts into space, achieves successful autonomous docking with the International Space Station.",0,Title,"(663, 'ms')","(26656, 'zh')","(17024, 'en')","(4070, 'ta')","(6574, 'ta')","(865, 'ms')","(64215, 'en')","(3999, 'ta')","(24566, 'en')","(38913, 'zh')","(33302, 'zh')","(557, 'ms')",p=0.097
"An unmanned demonstration flight of the new crew capable version of the SpaceX Dragon spacecraft, intended to carry American astronauts into space, achieves successful autonomous docking with the International Space Station.",1,BWE-Agg-Add,0.5517909058522625,0.6736785663137185,0.7684497270950902,0.5181030305520666,0.536814421762541,0.5740937035978334,0.2145128546046297,0.5339338826326793,0.749183826037187,0.6650261373910211,0.6328132782685381,0.47109994406900363,0.23456257933819458
"An unmanned demonstration flight of the new crew capable version of the SpaceX Dragon spacecraft, intended to carry American astronauts into space, achieves successful autonomous docking with the International Space Station.",2,BWE-Agg-IDF,0.5578435088237284,0.7146624210224418,0.7968790235063813,0.5661490882652893,0.5616671694010944,0.6175433189333117,0.19754964208847509,0.5539677034398071,0.8050739650775488,0.6904056051218218,0.6801261740065895,0.4494491345160765,0.23456257933819458
"An unmanned demonstration flight of the new crew capable version of the SpaceX Dragon spacecraft, intended to carry American astronauts into space, achieves successful autonomous docking with the International Space Station.",3,LASER,0.7272743786013631,0.6998395590149056,0.6412322684075836,0.5480006370560366,0.26675392360760886,0.6236748789802515,0.6568976515686208,0.18554948335352797,0.5861470012681348,0.7179248844865121,0.7010214555457168,0.7281385565763967,0.5308748413236108
"The 2019 Estonian parliamentary election takes place, for all 101 seats in the Riigikogu.",0,Title,"(977, 'ms')","(19148, 'zh')","(113874, 'en')","(5554, 'ta')","(3808, 'ta')","(398, 'ms')","(111393, 'en')","(5606, 'ta')","(33137, 'zh')","(34171, 'zh')","(114796, 'en')","(929, 'ms')",p=0.779
"The 2019 Estonian parliamentary election takes place, for all 101 seats in the Riigikogu.",1,BWE-Agg-Add,0.214005814527711,0.44346102770416557,0.5441017044828776,0.47016408704865775,0.4370281676366773,0.26079924335943966,0.5689827550807147,0.5218205778187548,0.4893881928964545,0.4152662873343538,0.5931126661912919,0.36226453455639795,0.3333333333333333
"The 2019 Estonian parliamentary election takes place, for all 101 seats in the Riigikogu.",2,BWE-Agg-IDF,0.18624227980906183,0.41546461114410593,0.5224884658241599,0.4675553717403185,0.4383754239397661,0.2499981330194161,0.5307892183889915,0.526060117938857,0.51778531063707,0.469878685689657,0.5750906768055191,0.35929174223495053,0.3333333333333333
"The 2019 Estonian parliamentary election takes place, for all 101 seats in the Riigikogu.",3,LASER,0.5556646097052559,0.5436930154663275,0.5130218527451564,0.12173817916347639,0.12909635313368217,0.5358223395635776,0.48021384109449516,0.10271666111394882,0.5009458559170662,0.5490818172061759,0.4064523115737932,0.5953257003663825,0.3333333333333333
"A second case of sustained remission from HIV is reported, ten years after the Berlin Patient.",0,Title,"(24641, 'zh')","(903, 'ms')","(13110, 'ta')","(906, 'ms')","(47772, 'en')","(843, 'en')","(38128, 'en')","(8515, 'ta')","(2539, 'ta')","(4522, 'zh')","(4218, 'zh')","(430, 'ms')",p=0.076
"A second case of sustained remission from HIV is reported, ten years after the Berlin Patient.",1,BWE-Agg-Add,0.4596146356230662,0.2966259907485868,0.518343634800708,0.20335065277280762,0.5550051141619351,0.6694940064382768,0.6747369046501164,0.46446931040662676,0.5021039254346117,0.4055299770413236,0.3390043205051578,0.3223386821856548,0.7188774966983771
"A second case of sustained remission from HIV is reported, ten years after the Berlin Patient.",2,BWE-Agg-IDF,0.5075730863510426,0.30031847867559724,0.5076409595427825,0.22387327403468182,0.4920971586100965,0.6317699925077851,0.6311824656350911,0.4357359654512952,0.482251142524766,0.4147525718155882,0.33787515633296433,0.3183125836485599,0.14056125165081146
"A second case of sustained remission from HIV is reported, ten years after the Berlin Patient.",3,LASER,0.5929660470700101,0.620558562473241,0.5337404989472891,0.58701142515512,0.6151893892090311,0.41700667161738486,0.27252324626341345,0.5181095333952785,0.13520839606452792,0.5466380976501012,0.5743465260365505,0.6056340679585889,0.14056125165081146
Venezuelan presidential crisis: Venezuela expels German ambassador Daniel Kriener for his alleged meddling in internal affairs.,0,Title,"(99, 'ms')","(45918, 'zh')","(40394, 'en')","(8390, 'ta')","(51717, 'en')","(12227, 'ta')","(4401, 'ta')","(30936, 'zh')","(28176, 'zh')","(20224, 'en')","(608, 'ms')","(166, 'ms')",p=0.105
Venezuelan presidential crisis: Venezuela expels German ambassador Daniel Kriener for his alleged meddling in internal affairs.,1,BWE-Agg-Add,0.33735221142403127,0.3458158444674189,0.49548179823627664,0.3645658138974081,0.5552711451114436,0.4181581454804595,0.41847855472406004,0.45291479527274103,0.4446481401616904,0.6128310694545007,0.4234630757027156,0.27934871023061136,0.3333333333333333
Venezuelan presidential crisis: Venezuela expels German ambassador Daniel Kriener for his alleged meddling in internal affairs.,2,BWE-Agg-IDF,0.3264367984119274,0.3763230201831224,0.4775159053529996,0.3502154026479845,0.5606417754984742,0.41934394387260265,0.4017113302143273,0.4868233504323574,0.4951408589505897,0.6409470243946048,0.38286514809294075,0.24901745378027926,0.3333333333333333
Venezuelan presidential crisis: Venezuela expels German ambassador Daniel Kriener for his alleged meddling in internal affairs.,3,LASER,0.667000511148735,0.6173666553138892,0.5329421351143663,0.5575158725367928,0.2992917158208967,0.14988013648506826,0.5179388780862386,0.6523519757299999,0.6428116321630966,0.5719687012133007,0.729885717807103,0.6393509668199139,0.3333333333333333
"Ethiopian Airlines Flight 302, a Boeing 737 MAX 8 bound for Nairobi, crashes shortly after takeoff from Addis Ababa killing all 157 people on board. All Boeing 737 MAX aircraft are subsequently grounded worldwide.",0,Title,"(344, 'ms')","(78531, 'en')","(481, 'ms')","(6866, 'ta')","(4689, 'ta')","(13937, 'zh')","(15480, 'zh')","(14051, 'zh')","(10569, 'ta')","(110567, 'en')","(65344, 'en')","(176, 'ms')",p=0.264
"Ethiopian Airlines Flight 302, a Boeing 737 MAX 8 bound for Nairobi, crashes shortly after takeoff from Addis Ababa killing all 157 people on board. All Boeing 737 MAX aircraft are subsequently grounded worldwide.",1,BWE-Agg-Add,0.45353703006531043,0.5822718489504242,0.4833561585534146,0.5068970506873631,0.5700768107446434,0.5098196124534594,0.5505752373822951,0.5984456819263048,0.5716040232492857,0.7184395460331531,0.687786162886575,0.39766311945325417,0.20345238134461
"Ethiopian Airlines Flight 302, a Boeing 737 MAX 8 bound for Nairobi, crashes shortly after takeoff from Addis Ababa killing all 157 people on board. All Boeing 737 MAX aircraft are subsequently grounded worldwide.",2,BWE-Agg-IDF,0.46126431177994015,0.6081820347870931,0.4898396931877921,0.5350806324732843,0.5610339926944666,0.5314465745868938,0.5503560571961146,0.6464330797468258,0.5749965713736933,0.7944384988463647,0.754907493848817,0.4018577173594525,0.20345238134461
"Ethiopian Airlines Flight 302, a Boeing 737 MAX 8 bound for Nairobi, crashes shortly after takeoff from Addis Ababa killing all 157 people on board. All Boeing 737 MAX aircraft are subsequently grounded worldwide.",3,LASER,0.7437405790383559,0.3695490866942509,0.7172811828330746,0.2860276977195639,0.2820659381089587,0.757831402769709,0.7262176043690786,0.7517742634171437,0.2652802633379869,0.4637322468635046,0.5440794689428842,0.7234594125088588,0.5930952373107801
"March 2019 North American blizzard: A winter storm completes its explosive intensification over the Southern Rocky Mountains region, which began the day before, becoming a powerful ""bomb cyclone"" and triggering severe blizzard conditions across much of the Southwestern and Central United States.",0,Title,"(912, 'ms')","(38686, 'en')","(499, 'ta')","(48316, 'zh')","(28102, 'zh')","(8989, 'ta')","(53242, 'en')","(105552, 'en')","(1028, 'ta')","(18317, 'zh')","(61, 'ms')","(97, 'ms')",p=0.920
"March 2019 North American blizzard: A winter storm completes its explosive intensification over the Southern Rocky Mountains region, which began the day before, becoming a powerful ""bomb cyclone"" and triggering severe blizzard conditions across much of the Southwestern and Central United States.",1,BWE-Agg-Add,0.10121327559111575,0.6519062593524612,0.5690281166130762,0.5671313777361005,0.4714535977822525,0.5939557248846256,0.7575015517298936,0.6524616619388071,0.5788014180588819,0.44038300740150604,0.36558738987444594,0.2548683137669811,0.3333333333333333
"March 2019 North American blizzard: A winter storm completes its explosive intensification over the Southern Rocky Mountains region, which began the day before, becoming a powerful ""bomb cyclone"" and triggering severe blizzard conditions across much of the Southwestern and Central United States.",2,BWE-Agg-IDF,0.08800062815128598,0.622276761295089,0.5630249746403514,0.5787764748086689,0.516777698831837,0.5965845066959828,0.7126142754950818,0.6789651577653747,0.5670278728913319,0.4819401996680294,0.31561957035382354,0.24411582961033873,0.3333333333333333
"March 2019 North American blizzard: A winter storm completes its explosive intensification over the Southern Rocky Mountains region, which began the day before, becoming a powerful ""bomb cyclone"" and triggering severe blizzard conditions across much of the Southwestern and Central United States.",3,LASER,0.6967333982364686,0.46131992444624237,0.28936629622639687,0.6793567845099804,0.7168395441449511,0.28814112932467706,0.6830875875471858,0.6161311910973304,0.2976163432556278,0.739209030706031,0.7391297244169994,0.7233108832534609,0.3333333333333333
