Queries,,Model,Article1/Ranking,Article2/Ranking,Article3/Ranking,Article4/Ranking,Article5/Ranking,Article6/Ranking,Article7/Ranking,Article8/Ranking,Article9/Ranking,Article10/Ranking,Article11/Ranking,Article12/Ranking,Article13/Ranking,Article14/Ranking,Article15/Ranking,Article16/Ranking,Article17/Ranking,Article18/Ranking,Article19/Ranking,Article20/Ranking,Article21/Ranking,Article22/Ranking,Article23/Ranking,Article24/Ranking,"Non-parametric (Friedman, Nemenyi)","Non-parametric (Friedman, Nemenyi) (New)"
"The 2019 North Korea–United States summit is held in Hanoi, Vietnam. It is the second summit between United States President Donald Trump and the North Korean Chairman Kim Jong-un.",2,BWE-Agg-IDF,0.6817488361905276,0.4153955019319213,0.7661136369755649,0.4860826909487712,0.44363831351892213,0.7386404873041925,0.47327489397367445,0.4525408096530555,0.29652330315288755,0.5624928546552128,0.34937014890058904,0.4689762420601966,0.4681928576641931,0.7365916156434265,0.5367783898592321,0.4491268761697936,0.5178273484083078,0.5123885118250116,0.789643859365752,0.8175828907396191,0.5766920497703211,0.6607187644928424,0.5145206152733695,0.5993857395812473,0.07035328438144611,0.06728990518580188
"The 2019 North Korea–United States summit is held in Hanoi, Vietnam. It is the second summit between United States President Donald Trump and the North Korean Chairman Kim Jong-un.",3,LASER,0.6525459205907703,0.7140739424167585,0.3367855656890125,0.6890593986197591,0.21797007536505728,0.6631539776758056,0.23846203322640053,0.21802518764688117,0.6634322578297506,0.7107976375469298,0.66833117015038,0.7434183933880227,0.23185261477974484,0.7184866482799274,0.24043869528594686,0.6444413774256881,0.6851419357520203,0.7514490151672935,0.684093316479063,0.36397107264679196,0.7265709116949377,0.7686253400624973,0.6263930331953582,0.7310334589254247,0.286516191369115,0.20186006367335227
"The 2019 North Korea–United States summit is held in Hanoi, Vietnam. It is the second summit between United States President Donald Trump and the North Korean Chairman Kim Jong-un.",4,LASER-meta,0.6175596593201318,0.5383169929457615,0.6873598897608301,0.5522564302231052,0.5950611473328646,0.7478695886705052,0.47559031293068627,0.4372869726043055,0.5528136594740516,0.5950469840037356,0.6546734422503041,0.6870476701249459,0.3060418372669667,0.7637120166554091,0.6309662011916564,0.4682545755126023,0.5508130179385554,0.6469994045594186,0.6754524058476614,0.6650601983521689,0.6589014345034295,0.6981856789460006,0.5957760031288046,0.5593970796145475,0.38798189629665514,0.2179202181085356
"The 2019 North Korea–United States summit is held in Hanoi, Vietnam. It is the second summit between United States President Donald Trump and the North Korean Chairman Kim Jong-un.",5,Ensemble-model,0.6676119686986782,0.5365644667701487,0.6285595926409617,0.5614440102298628,0.4066168868467477,0.7250380259539873,0.4082646268311219,0.38503530809928477,0.46702248537780083,0.6277403110720791,0.5419792191619555,0.600200299405537,0.37143870105486165,0.7470476716402634,0.4647532985298727,0.5108760629467808,0.5733463574397271,0.6238440036820078,0.7424232925556169,0.6585241012293459,0.6366956125528374,0.7235107608650237,0.5764332525382265,0.6447569252957693,0,0.3110697493589579
"An unmanned demonstration flight of the new crew capable version of the SpaceX Dragon spacecraft, intended to carry American astronauts into space, achieves successful autonomous docking with the International Space Station.",0,Title,"(26656, 'zh')","(17024, 'en')","(4070, 'ta')","(6574, 'ta')","(557, 'ms')","(64215, 'en')","(44, 'ms')","(18869, 'zh')","(33023, 'en')","(546, 'ms')","(6876, 'zh')","(10750, 'ta')","(434, 'ms')","(13180, 'ta')","(34211, 'en')","(330, 'ms')","(854, 'ms')","(45375, 'zh')","(7297, 'zh')","(10347, 'ta')","(5879, 'ta')","(46002, 'en')","(24758, 'zh')","(52427, 'en')",p=0.100061,p=0.085660
"An unmanned demonstration flight of the new crew capable version of the SpaceX Dragon spacecraft, intended to carry American astronauts into space, achieves successful autonomous docking with the International Space Station.",1,BWE-Agg-Add,0.673678566136544,0.7684497264115143,0.5181030301472829,0.5368144226035221,0.4710999429179401,0.2145128568533552,0.29620558006397624,0.5829447567579826,0.8286293210571649,0.21465385575085552,0.6366595756032917,0.562493923382272,0.29317476977987716,0.451526503837711,0.7262563768761487,0.4041778616035859,0.31396558520183,0.47262498356338417,0.5757546053401612,0.5373498153283878,0.45679907917098855,0.715693096146296,0.6281965870509911,0.6376611814475888,0.21197264779182126,0.10266905724218459
"An unmanned demonstration flight of the new crew capable version of the SpaceX Dragon spacecraft, intended to carry American astronauts into space, achieves successful autonomous docking with the International Space Station.",2,BWE-Agg-IDF,0.7146624205526777,0.7968790225804295,0.5661490878341816,0.5616671673912635,0.44944913516330587,0.197549639809729,0.2846192966143476,0.6225694214755195,0.8248129759782281,0.2411021985690966,0.6747845776465392,0.5673069730684484,0.2870682819912656,0.46139781191760276,0.7761927471363737,0.41001258733137247,0.3112945007125457,0.4901791837795788,0.6644770841372074,0.5447304572968776,0.4513885643293631,0.7252805423174264,0.6604485881199293,0.6220280721325718,0.4157463852147022,0.3126744710170146
"An unmanned demonstration flight of the new crew capable version of the SpaceX Dragon spacecraft, intended to carry American astronauts into space, achieves successful autonomous docking with the International Space Station.",3,LASER,0.6998395431840215,0.6412322499872012,0.5480006184144438,0.26675390298908486,0.7281385544597492,0.6568976645591538,0.6766732544377999,0.6700485571578799,0.6561461074912578,0.7076797412591305,0.678395039987478,0.6629516841433936,0.7035792650476976,0.7026990038368014,0.5691157436997755,0.7116374687485265,0.6792721384175459,0.663568225068371,0.643151453975721,0.26530403663785346,0.6815228536351664,0.37201431798627016,0.642227790639274,0.43908254890714726,0.12060212056531698,0.04628629182708761
"An unmanned demonstration flight of the new crew capable version of the SpaceX Dragon spacecraft, intended to carry American astronauts into space, achieves successful autonomous docking with the International Space Station.",4,LASER-meta,0.633934108531844,0.6741398976010285,0.4881178932859619,0.4073287573791289,0.6176908193662015,0.6401885077736279,0.5903219032393594,0.5648740453675706,0.7067767011343623,0.3996288722374915,0.5388600582205136,0.5209624641338779,0.6236234122453562,0.6527117885893488,0.6521712657893967,0.5612126881216583,0.5818673691126225,0.6194845552019967,0.5723665972263714,0.5759037548794893,0.5803348897825048,0.6800313566391634,0.6031944332456045,0.5583913276341423,0.25167884642815946,0.19163063271117145
"An unmanned demonstration flight of the new crew capable version of the SpaceX Dragon spacecraft, intended to carry American astronauts into space, achieves successful autonomous docking with the International Space Station.",5,Ensemble-model,0.6799051837856065,0.7161877755050631,0.5285076730765907,0.4344957342819035,0.5734870462572861,0.42872445133087544,0.4664561761379892,0.6114130481502407,0.7523286952736566,0.40240130844604133,0.6354088133197494,0.5847539248686956,0.4804728652843784,0.5680802230812962,0.6725422087006695,0.5279549906689038,0.47584918663693565,0.5615865767120997,0.6090245361442083,0.46543401974418097,0.5475077639058337,0.607944713422383,0.6324087106878078,0.5603023331391243,0,0.34673954720254185
"The 2019 Estonian parliamentary election takes place, for all 101 seats in the Riigikogu.",0,Title,"(111393, 'en')","(92267, 'en')","(19148, 'zh')","(5554, 'ta')","(929, 'ms')","(3808, 'ta')","(387, 'ms')","(1542, 'ta')","(99, 'ms')","(483, 'ms')","(33137, 'zh')","(311, 'ms')","(9357, 'ta')","(34171, 'zh')","(27994, 'zh')","(8737, 'zh')","(20552, 'zh')","(2407, 'ta')","(7194, 'ta')","(415, 'ms')","(96626, 'en')","(94818, 'en')","(39773, 'en')","(29654, 'en')",p=0.005458,p=0.001522
"The 2019 Estonian parliamentary election takes place, for all 101 seats in the Riigikogu.",1,BWE-Agg-Add,0.5689827536786595,0.561378603076555,0.44346102513101104,0.47016408671647547,0.36226453384572094,0.4370281661066451,0.32541360873663144,0.44254198976973746,0.33336580980409636,0.3300315517459556,0.4893881944124121,0.37467126022435143,0.4673257404339787,0.415266287959752,0.3720897351453432,0.35805867638792727,0.4377809549926601,0.42166775577993243,0.44222303037242555,0.483143653262543,0.15786322087640905,0.5871449015890907,0.49925023667656926,0.5508187009459641,0.19270182794375185,0.11004628292419791
"The 2019 Estonian parliamentary election takes place, for all 101 seats in the Riigikogu.",2,BWE-Agg-IDF,0.53078921762515,0.5384867768331735,0.4154646109838773,0.46755536976376616,0.359291740645914,0.4383754226410907,0.34152645375752694,0.4381776627712808,0.2927244149997207,0.2955919505506874,0.5177853108057426,0.3804647857042537,0.48192768889802434,0.4698786840935834,0.4058100358666698,0.4061339918356528,0.44051343573147406,0.4246116931749014,0.42522625562880534,0.4446424602592599,0.14424387337005992,0.5652001813462535,0.47877910378312005,0.555680599418454,0.1531282091206695,0.08955989037075131
"The 2019 Estonian parliamentary election takes place, for all 101 seats in the Riigikogu.",3,LASER,0.48021385094964797,0.4218334888815558,0.5436930222376175,0.12173817577390444,0.5953257118542051,0.12909634851419974,0.5629618133800365,0.5131982260587586,0.6270257495840252,0.5693698866125187,0.5009458623048736,0.5462777010334835,0.1099884332370621,0.5490818159900077,0.5292003118760132,0.45607903804023586,0.5590313481135555,0.10010479328188587,0.13736152016163475,0.5803328467640478,0.5455565548483563,0.44893686770531305,0.3070592020103665,0.43636547229944006,0.6425446843011587,0.5664661688175114
"The 2019 Estonian parliamentary election takes place, for all 101 seats in the Riigikogu.",4,LASER-meta,0.59611733616218,0.5632456254388588,0.5032252726956443,0.44435944304733194,0.5538918413000627,0.16080874443043122,0.5001098934372318,0.5591890362942733,0.5522850745551926,0.5134780072908685,0.4977703775527121,0.5189658118333297,0.43304245618795767,0.5022063200832572,0.5880976326105616,0.5387876704664208,0.5862730092850853,0.44672741449826564,0.4921017380319722,0.5000549853085072,0.3121102018034792,0.5688188441345532,0.5737242984167322,0.5860454659571509,0.011625278634419912,0.0004737734372447765
"The 2019 Estonian parliamentary election takes place, for all 101 seats in the Riigikogu.",5,Ensemble-model,0.5420641687622554,0.5167058816377299,0.4808391793504856,0.36106967966238246,0.46950272908607127,0.2903107657464761,0.43358201317445044,0.4862642294496379,0.4581709719512955,0.4325519193621349,0.49896257290428847,0.4555272866647162,0.35658391288821834,0.4810458790201256,0.46742115159379216,0.4310076698909199,0.5040402053540378,0.33163659926880207,0.35900532873548835,0.509365538095687,0.30186089863259424,0.5389640994771464,0.4538950299862972,0.5246543602204502,0,0.23345388445029444
"A second case of sustained remission from HIV is reported, ten years after the Berlin Patient.",0,Title,"(903, 'ms')","(9273, 'en')","(65865, 'en')","(12235, 'ta')","(3655, 'zh')","(14112, 'zh')","(430, 'ms')","(3915, 'ta')","(2169, 'ta')","(6000, 'zh')","(24415, 'en')","(4476, 'ta')","(108951, 'en')","(8369, 'ta')","(19834, 'zh')","(37, 'ms')","(16865, 'zh')","(1862, 'ta')","(15413, 'zh')","(247, 'ms')","(83730, 'en')","(485, 'ms')","(98, 'ms')","(17675, 'en')",p=0.000001,p=0.000000
"A second case of sustained remission from HIV is reported, ten years after the Berlin Patient.",1,BWE-Agg-Add,0.29662599230058023,0.5089018248674654,0.49811370234458585,0.4456626745861652,0.35486223020814106,0.27847009013897617,0.32233867972573005,0.3980843610742282,0.38767345852984986,0.2786427977325618,0.6004902565837779,0.4526231728679888,0.5622026447946515,0.42190811424702424,0.269980877587017,0.16245276018051513,0.28182466848858584,0.4073213900526669,0.2713046556773469,0.2747976351893388,0.6022415696448743,0.16398435799198102,0.35366640802204496,0.4990303254256371,0.49370692140565003,0.33404357991539246
"A second case of sustained remission from HIV is reported, ten years after the Berlin Patient.",2,BWE-Agg-IDF,0.3003184799545417,0.46129851493316243,0.4443624077719971,0.4289559620640259,0.3368629487067524,0.27272520947541157,0.3183125816773576,0.37368920642913983,0.35036845899685976,0.25221543981644745,0.5321326665291755,0.4438590120555704,0.49866628527188256,0.38675689668122165,0.263868943551648,0.15233704871146803,0.24891396445688482,0.37950760750258195,0.237869023766896,0.22621576358042386,0.5000340855281841,0.15233711144023357,0.343536474527308,0.3647834017528738,0.030673624639173176,0.02145347598556507
"A second case of sustained remission from HIV is reported, ten years after the Berlin Patient.",3,LASER,0.6205585644713809,0.4210904101551724,0.23611745523641298,0.14416325719874404,0.5739261181187939,0.5387538395139471,0.6056340732949776,0.1322992195070966,0.2416755099358019,0.5783867789381464,0.3435469027931034,0.532455925134122,0.4854304581319671,0.13641791214376778,0.5655102144304263,0.5102406525382529,0.4965120828300013,0.13387509280236298,0.5680640322146209,0.5713427232571886,0.3383153280511662,0.5731845174557457,0.5325249034825359,0.33401766973023855,0.46726298154892254,0.33404357991539246
"A second case of sustained remission from HIV is reported, ten years after the Berlin Patient.",4,LASER-meta,0.5995167136262968,0.5724592495904558,0.5517170037903167,0.49657334524103797,0.48794491546099844,0.5276136788159135,0.5528499199988377,0.4802245185358866,0.5284524050496237,0.5976508227386221,0.5374525255717068,0.545893089726734,0.6269595729637889,0.5293782459874279,0.5299946442395777,0.5195022295669062,0.5478395050032748,0.5179009655001836,0.5466336620719289,0.5100254006722453,0.5701409616972948,0.5125859978826468,0.5539168208965412,0.5648809529932717,0.008356472406254162,8.684756393557885e-05
"A second case of sustained remission from HIV is reported, ten years after the Berlin Patient.",5,Ensemble-model,0.45424237299250725,0.48810264242341916,0.4226071245825276,0.3636964405828345,0.4438298285474017,0.4049068729936793,0.4521405665472291,0.331790092582249,0.3667090367898159,0.4275806886555298,0.5007746949208326,0.4936874588911299,0.5424222002637564,0.3531568094476242,0.40901248021370123,0.33586076542217125,0.39383865184276146,0.3439240755691722,0.4094866526215009,0.40248734749877246,0.5013483194753788,0.353699217452645,0.4454105527744826,0.44215527296520835,0,0.31037251661971443
Venezuelan presidential crisis: Venezuela expels German ambassador Daniel Kriener for his alleged meddling in internal affairs.,0,Title,"(99, 'ms')","(8390, 'ta')","(15052, 'zh')","(105436, 'en')","(83082, 'en')","(12258, 'zh')","(82127, 'en')","(608, 'ms')","(53028, 'en')","(12227, 'ta')","(23611, 'zh')","(21761, 'zh')","(450, 'ms')","(856, 'ms')","(40834, 'zh')","(7683, 'ta')","(13305, 'ta')","(12770, 'ta')","(9614, 'ta')","(27547, 'zh')","(29048, 'en')","(22313, 'en')","(147, 'ms')","(671, 'ms')",p=0.000690,p=0.000039
Venezuelan presidential crisis: Venezuela expels German ambassador Daniel Kriener for his alleged meddling in internal affairs.,1,BWE-Agg-Add,0.3373522128102699,0.364565814116455,0.38580528863273983,0.42403818598137705,0.46850108980423066,0.32422891172979695,0.5341563034698218,0.42346307692301777,0.48687877121490525,0.4181581440070917,0.3619538230592608,0.47336514846788236,0.14741751553448748,0.35174559385967386,0.3119488731358651,0.4007449581938608,0.4604123722682947,0.3814506533872911,0.4055363435907361,0.4301123072724887,0.4571765509093543,0.468509107867151,0.3114982418938714,0.3037752208302738,0.22310966047764771,0.05448699626609324
Venezuelan presidential crisis: Venezuela expels German ambassador Daniel Kriener for his alleged meddling in internal affairs.,2,BWE-Agg-IDF,0.32643680006738024,0.3502154024076142,0.41499000711869305,0.4241971047256543,0.4627420946992603,0.3304320784171975,0.5373371372504614,0.382865146912788,0.48282607605308286,0.41934394588946355,0.3683099600373726,0.5000228947053339,0.16439480125254743,0.32926335994945605,0.2996115857967504,0.3664630944201175,0.45995060009759475,0.3600048333584498,0.3760735303213313,0.4416131841641967,0.4673750724491398,0.45034723700573875,0.28478002396262647,0.28873766191553923,0.06523193996106581,0.028600650111681857
Venezuelan presidential crisis: Venezuela expels German ambassador Daniel Kriener for his alleged meddling in internal affairs.,3,LASER,0.6670005180553538,0.5575158837333507,0.6470444588597636,0.35826253716789486,0.3934639172534052,0.6240828337023655,0.5563384790321882,0.7298857219522805,0.40872457723887917,0.1498801331199957,0.6282868647991564,0.6528220918712015,0.6267501191924707,0.6776315045630438,0.5913185597087706,0.1775918564723671,0.25233584818077903,0.15213456646909768,0.23071962663283155,0.6120254705270285,0.2803744989665975,0.49261863054454486,0.6942782353368498,0.6655153626285164,0.702452086355211,0.3912008580837383
Venezuelan presidential crisis: Venezuela expels German ambassador Daniel Kriener for his alleged meddling in internal affairs.,4,LASER-meta,0.6093896497873292,0.5777831304709621,0.5333896150759259,0.6710411750732912,0.6105614751372856,0.6048737892799483,0.6209535456076556,0.6029072031381556,0.6532936738073049,0.2811979628441529,0.5936700189658736,0.5806223735107465,0.5928695808098227,0.5954700177758411,0.5563141175000424,0.22022747925465425,0.4956103193355863,0.5273655448904239,0.35233387311733844,0.6298703106673419,0.6298731452847746,0.614842523407021,0.6442297268275671,0.6198754410839359,0.00920631320607553,0.0006458877798776447
Venezuelan presidential crisis: Venezuela expels German ambassador Daniel Kriener for his alleged meddling in internal affairs.,5,Ensemble-model,0.48817903567117693,0.4624366817401146,0.497620612758565,0.4541120426626561,0.4738263011894921,0.4706205094589182,0.558670613841743,0.5441413448504206,0.49643533342334817,0.3111527838523413,0.4885887007271557,0.5523932289809776,0.38190374126899146,0.49395468299723877,0.4420610941945957,0.29283168224279543,0.4055944755590132,0.33925644282810596,0.33829836614557,0.5260609622239502,0.4409270157228487,0.502197752706985,0.48781248754382933,0.47233422659572594,0,0.5250656077586089
"Ethiopian Airlines Flight 302, a Boeing 737 MAX 8 bound for Nairobi, crashes shortly after takeoff from Addis Ababa killing all 157 people on board. All Boeing 737 MAX aircraft are subsequently grounded worldwide.",0,Title,"(78531, 'en')","(481, 'ms')","(13937, 'zh')","(176, 'ms')","(6866, 'ta')","(110567, 'en')","(4689, 'ta')","(6474, 'zh')","(3470, 'ta')","(10569, 'ta')","(294, 'ms')","(1451, 'zh')","(49003, 'zh')","(42517, 'zh')","(99207, 'en')","(666, 'ta')","(25833, 'zh')","(71205, 'en')","(34693, 'en')","(44, 'ms')","(13350, 'ta')","(738, 'ms')","(81243, 'en')","(230, 'ms')",p=0.266914,p=0.452993
"Ethiopian Airlines Flight 302, a Boeing 737 MAX 8 bound for Nairobi, crashes shortly after takeoff from Addis Ababa killing all 157 people on board. All Boeing 737 MAX aircraft are subsequently grounded worldwide.",1,BWE-Agg-Add,0.5822718481772103,0.48335615819094846,0.5098196100061695,0.39766312062775433,0.5068970492897429,0.7184395459397044,0.5700768104185963,0.43800563111037866,0.5716040221185601,0.5716040221185601,0.25314821059212633,0.5512306054899393,0.5283626609322248,0.5502847503105384,0.6749648684572396,0.43362347640418536,0.49199162841559574,0.6952723129252887,0.6743019365558264,0.23173767391897795,0.47585757147535707,0.300538920507699,0.6835527635665997,0.1033622479958345,0.13202725302812096,0.13171899785193547
"Ethiopian Airlines Flight 302, a Boeing 737 MAX 8 bound for Nairobi, crashes shortly after takeoff from Addis Ababa killing all 157 people on board. All Boeing 737 MAX aircraft are subsequently grounded worldwide.",2,BWE-Agg-IDF,0.608182034921654,0.48983969298543945,0.5314465735534053,0.40185771702035583,0.5350806326144115,0.7944384986199307,0.5610339953459581,0.44897713466128736,0.574996572004887,0.574996572004887,0.237906680367731,0.5689452440582945,0.5530775222806832,0.5451943732309305,0.7307530406124185,0.4212711302059474,0.5487727959288846,0.765768600087705,0.6551834072452619,0.19847358088587885,0.5022371472078702,0.2925653372181141,0.7076049438785158,0.10223344286942496,0.353129678942568,0.24956362191099246
"Ethiopian Airlines Flight 302, a Boeing 737 MAX 8 bound for Nairobi, crashes shortly after takeoff from Addis Ababa killing all 157 people on board. All Boeing 737 MAX aircraft are subsequently grounded worldwide.",3,LASER,0.36954908873386605,0.7172811798291003,0.757831395664177,0.7234594155603413,0.28602769306985953,0.46373224157479415,0.2820659349301349,0.6752274827707234,0.26528025819420203,0.26528025819420203,0.7081957757213087,0.7237411537882049,0.6975187371960258,0.746642589681489,0.4596906405869807,0.29135809834751014,0.7069807820063514,0.42454662160527085,0.5788920582452207,0.7241167034245,0.6560814608114695,0.702320938589948,0.4025383545544882,0.6272048086049341,0.30698883282128614,0.21149791513993357
"Ethiopian Airlines Flight 302, a Boeing 737 MAX 8 bound for Nairobi, crashes shortly after takeoff from Addis Ababa killing all 157 people on board. All Boeing 737 MAX aircraft are subsequently grounded worldwide.",4,LASER-meta,0.7525863539246187,0.6274781652843949,0.5698460237397671,0.6380027521109729,0.6288211689625435,0.7226671444387783,0.4287755616774068,0.49454856296792593,0.6184721363678748,0.6184721363678748,0.6076197113505633,0.5099380522718076,0.6562138925806493,0.45206539934249607,0.6617029275892422,0.4595677716046215,0.5596718486010673,0.676549725053505,0.5810862038286642,0.6129261778844742,0.48771296719537655,0.5821273137234002,0.5577885249568882,0.16207509622088012,0.20785423520802473,0.157655843186146
"Ethiopian Airlines Flight 302, a Boeing 737 MAX 8 bound for Nairobi, crashes shortly after takeoff from Addis Ababa killing all 157 people on board. All Boeing 737 MAX aircraft are subsequently grounded worldwide.",5,Ensemble-model,0.5573400459283191,0.5827983917343902,0.5989408879627114,0.5433541975143208,0.4701872429433446,0.6555557592463633,0.45473219407772836,0.521549419720348,0.4905485633328166,0.4905485633328166,0.45709676776519426,0.5969682481491752,0.608160173827565,0.5880976067231869,0.6171109677960981,0.3946310770887757,0.57835874854502,0.6221586832141858,0.6242436915248011,0.4493102653123779,0.5359169125580012,0.47517327733780446,0.5786015142176768,0.27058626555549464,0,0.24956362191099246
"March 2019 North American blizzard: A winter storm completes its explosive intensification over the Southern Rocky Mountains region, which began the day before, becoming a powerful ""bomb cyclone"" and triggering severe blizzard conditions across much of the Southwestern and Central United States.",0,Title,"(98298, 'en')","(48316, 'zh')","(28102, 'zh')","(667, 'en')","(97, 'ms')","(499, 'ta')","(203, 'ms')","(8989, 'ta')","(683, 'ms')","(1028, 'ta')","(4831, 'ta')","(59104, 'en')","(145, 'ms')","(9040, 'ta')","(3314, 'zh')","(34392, 'zh')","(2500, 'ta')","(442, 'ms')","(21692, 'zh')","(75, 'ms')","(46540, 'en')","(31381, 'zh')","(83471, 'en')","(101024, 'en')",p=0.083931,p=0.020882
"March 2019 North American blizzard: A winter storm completes its explosive intensification over the Southern Rocky Mountains region, which began the day before, becoming a powerful ""bomb cyclone"" and triggering severe blizzard conditions across much of the Southwestern and Central United States.",1,BWE-Agg-Add,0.7402125788037975,0.5671313793690455,0.47145360024094957,0.6095684211344503,0.2548683158097157,0.5690281181937096,0.44969619364050767,0.5939557237704713,0.5032820268660902,0.5788014197349111,0.5579385944579135,0.6502333498879287,0.345673092119735,0.5458974856412314,0.4953783725838083,0.48286442841504,0.5194206563537788,0.4295572983626663,0.5475423403665515,0.3493142387395447,0.4977227425965286,0.5372800973473352,0.4397317391209505,0.5012175987634075,0.4498778027965714,0.38385018896187767
"March 2019 North American blizzard: A winter storm completes its explosive intensification over the Southern Rocky Mountains region, which began the day before, becoming a powerful ""bomb cyclone"" and triggering severe blizzard conditions across much of the Southwestern and Central United States.",2,BWE-Agg-IDF,0.7178658332476934,0.5787764741377387,0.5167776985050364,0.5520732023971019,0.24411583077041496,0.5630249736508447,0.44853264502411,0.59658450947886,0.43398106469268255,0.5670278748495143,0.556718850987071,0.5961128473827662,0.32884028652919567,0.5414707795951218,0.5263809348328641,0.5330482104829259,0.5223565522081544,0.4315268410060252,0.5739962404919502,0.33000320274772516,0.44448376706182025,0.5392531549765305,0.3875589598296161,0.4510427120767716,0.09246656566461141,0.04816866437354881
"March 2019 North American blizzard: A winter storm completes its explosive intensification over the Southern Rocky Mountains region, which began the day before, becoming a powerful ""bomb cyclone"" and triggering severe blizzard conditions across much of the Southwestern and Central United States.",3,LASER,0.7307213034395608,0.6793567536283214,0.7168395304874156,0.6850739629959786,0.7233108707032695,0.28936626085483047,0.6488169122833451,0.2881410961760716,0.7664072128950499,0.2976163089259052,0.23904113728556245,0.462140464749941,0.7328913787226339,0.3071776407996702,0.6911066331454393,0.728635598654578,0.2819224793943976,0.7569074108329632,0.7531329476319184,0.7176897454176415,0.43204465281523424,0.7481692000412871,0.34007865177820795,0.6084477893022383,0.20910004303080612,0.1721160574985058
"March 2019 North American blizzard: A winter storm completes its explosive intensification over the Southern Rocky Mountains region, which began the day before, becoming a powerful ""bomb cyclone"" and triggering severe blizzard conditions across much of the Southwestern and Central United States.",4,LASER-meta,0.6213287012366152,0.6499931855364137,0.5446782436011259,0.602589487297599,0.4973914125162073,0.5029733361428841,0.5677334332046563,0.5464052973794845,0.6247194502344459,0.48861323942452667,0.6095812312737525,0.6333451706003922,0.5877239097001193,0.49985719140289486,0.6817318062944088,0.6476491066608989,0.4852342609856772,0.6609466955745205,0.6718739409528861,0.5735160396751853,0.597791777960085,0.6570176945055486,0.5646932676491502,0.5358841982594215,0.24855558850801107,0.047998831119425454
"March 2019 North American blizzard: A winter storm completes its explosive intensification over the Southern Rocky Mountains region, which began the day before, becoming a powerful ""bomb cyclone"" and triggering severe blizzard conditions across much of the Southwestern and Central United States.",5,Ensemble-model,0.7100175767971673,0.618932926574354,0.5661648576764822,0.621570711874047,0.44102598899783135,0.4717473996810176,0.5323620280544465,0.4939761092867751,0.5949465515066974,0.47531724494959693,0.47338238725452547,0.5824708420053325,0.5066526764173122,0.465044715341025,0.5958015467909002,0.5968346936217443,0.4424664850898766,0.5735637813553853,0.6377296083468672,0.50072389341838,0.489943850550547,0.6242756755887304,0.42702495849187194,0.532154123920312,0,0.34786625804664223
"Cyclone Idai makes landfall on Mozambique, causing at least 1,073 fatalities, as well as causing mass flooding and power outages in southern Africa.",0,Title,"(912, 'ms')","(45611, 'zh')","(7106, 'ta')","(111681, 'en')","(7618, 'ta')","(48307, 'zh')","(279, 'ms')","(6154, 'zh')","(105552, 'en')","(2500, 'ta')","(53242, 'en')","(683, 'ms')","(27363, 'en')","(5624, 'ta')","(3467, 'en')","(7301, 'ta')","(13963, 'zh')","(28367, 'zh')","(5998, 'en')","(205, 'ms')","(839, 'ms')","(364, 'ms')","(2847, 'ta')","(12949, 'zh')",p=0.000939,p=0.000256
"Cyclone Idai makes landfall on Mozambique, causing at least 1,073 fatalities, as well as causing mass flooding and power outages in southern Africa.",1,BWE-Agg-Add,0.054826531650966515,0.3286834681942536,0.535075232211608,0.5958675980447692,0.49231052547177834,0.40858036853929824,0.2525485750953728,0.5016285531311748,0.5094109049477206,0.4998970463759288,0.7174483830905651,0.4559548196504335,0.5852533912882963,0.5207470584189218,0.5148805475458104,0.5188280319325521,0.3065372623409091,0.48389851078270446,0.5278471559673901,0.38042514132988636,0.1537633466697059,0.39639797536293475,0.4527372903605161,0.4516600693091908,0.016055185209538757,0.008905570956872822
"Cyclone Idai makes landfall on Mozambique, causing at least 1,073 fatalities, as well as causing mass flooding and power outages in southern Africa.",2,BWE-Agg-IDF,0.04120141837488996,0.3927160081274727,0.5559001296660258,0.5917075391314259,0.4980538479572313,0.4047824970877308,0.2692940785613345,0.5393152690081862,0.5362527666895827,0.5176582532970551,0.7053729260962004,0.4122300739422435,0.5732802774014835,0.538161386065206,0.5342820848676769,0.5416819174589836,0.33670863071955526,0.5465649576027498,0.5219444979734857,0.3841537477246029,0.15240771424433822,0.39948725561280535,0.4861833528251989,0.45895969039885137,0.6629208785985177,0.28986819344804626
"Cyclone Idai makes landfall on Mozambique, causing at least 1,073 fatalities, as well as causing mass flooding and power outages in southern Africa.",3,LASER,0.6183486292233045,0.6763336956812793,0.18694565407550315,0.3796438572357647,0.6325871318749084,0.6352293481930108,0.6412227352784038,0.6467861156499527,0.5266138691255385,0.17283387651623164,0.5948663839636052,0.6769738003587611,0.4373210480217435,0.20798664148821977,0.6566237226151379,0.1968887122364836,0.64617256531425,0.6250709089876888,0.6400186496896552,0.6323273862264658,0.6413020549155921,0.6967245141852466,0.22316789835981993,0.6857594173078345,0.24860981811290225,0.15031120834800818
"Cyclone Idai makes landfall on Mozambique, causing at least 1,073 fatalities, as well as causing mass flooding and power outages in southern Africa.",4,LASER-meta,0.4443863400617237,0.6258221464897101,0.4670361136183993,0.710801866006417,0.5282458971331916,0.6266667204013874,0.6117886862364885,0.5377695517054407,0.5912472782738903,0.5083760891668208,0.61018209436052,0.614756372794675,0.643542416433705,0.5274912134494034,0.6303048559267571,0.6077999548344143,0.5377002382894966,0.5718201462944075,0.6063728161129944,0.4906487882820617,0.5382945182886816,0.5950459235023162,0.5899790386288798,0.6279314738671724,0.07241411807904118,0.00584002638176482
